연번,행정구역,안심 주소,위도,경도,CCTV 수량
2574,서울특별시 관악구,DF019 1-3R 서원동 92-208,37.4784,126.9365,1
2575,서울특별시 관악구,DF019 2-3S 서원동 92-208,37.4783,126.9366,1
2576,서울특별시 관악구,DF019 3-3S 서원동 92-208,37.4784,126.9364,1
2577,서울특별시 관악구,DF020 1-5RZ 서림동 406-7,37.4745,126.9352,1
2578,서울특별시 관악구,DF020 2-5SZ 서림동 406-7,37.4744,126.9352,1
2579,서울특별시 관악구,DF020 3-5SZ 서림동 406-7,37.4746,126.9353,1
2580,서울특별시 관악구,DF020 4-5SZ 서림동 406-7,37.4746,126.9351,1
2581,서울특별시 관악구,DF020 5-5SZ 서림동 406-7,37.4745,126.935,1
2582,서울특별시 관악구,DF021 1-4RZ 삼성동 808-632,37.4646,126.9301,1
2583,서울특별시 관악구,DF021 2-4SZ 삼성동 808-632,37.4646,126.9303,1
2584,서울특별시 관악구,DF021 3-4SZ 삼성동 808-632,37.4647,126.9301,1
2585,서울특별시 관악구,DF021 4-4SZ 삼성동 808-632,37.4644,126.9302,1
2586,서울특별시 관악구,DF022 1-5RZ 청룡동 876-19,37.481,126.949,1
2587,서울특별시 관악구,DF022 2-5SZ 청룡동 876-19,37.481,126.9492,1
2588,서울특별시 관악구,DF022 3-5SZ 청룡동 876-19,37.4809,126.949,1
2589,서울특별시 관악구,DF022 4-5SZ 청룡동 876-19,37.481,126.9489,1
2590,서울특별시 관악구,DF022 5-5SZ 청룡동 876-19,37.4811,126.9491,1
2591,서울특별시 관악구,DF023 1-5RZ 신사동 498-24,37.4876,126.9161,1
2592,서울특별시 관악구,DF023 2-5SZ 신사동 498-24,37.4877,126.916,1
2593,서울특별시 관악구,DF023 3-5SZ 신사동 498-24,37.4876,126.916,1
2594,서울특별시 관악구,DF023 4-5SZ 신사동 498-24,37.4876,126.9161,1
2595,서울특별시 관악구,DF023 5-5SZ 신사동 498-24,37.4876,126.9161,1
2596,서울특별시 관악구,DF024 1-4R 난곡동 654-3,37.4674,126.9217,1
2597,서울특별시 관악구,DF024 2-4S 난곡동 654-3,37.4674,126.9216,1
2598,서울특별시 관악구,DF024 3-4S 난곡동 654-3,37.4674,126.9217,1
2599,서울특별시 관악구,DF024 4-4S 난곡동 654-3,37.4673,126.9216,1
2600,서울특별시 관악구,DF025 1-4R 서림동 95-56,37.4768,126.9399,1
2601,서울특별시 관악구,DF025 2-4S 서림동 95-56,37.4767,126.94,1
2602,서울특별시 관악구,DF025 3-4S 서림동 95-56,37.4768,126.9398,1
2603,서울특별시 관악구,DF025 4-4S 서림동 95-56,37.4768,126.94,1
2604,서울특별시 관악구,DF026 1-3RZ 서림동 103-172,37.4712,126.9419,1
2605,서울특별시 관악구,DF026 2-3SZ 서림동 103-172,37.4711,126.942,1
2606,서울특별시 관악구,DF026 3-3SZ 서림동 103-172,37.4713,126.9418,1
2607,서울특별시 관악구,DF027 1-3RZ 삼성동 395-70,37.4736,126.9328,1
2608,서울특별시 관악구,DF027 2-3SZ 삼성동 395-70,37.4736,126.9328,1
2609,서울특별시 관악구,DF027 3-3SZ 삼성동 395-70,37.4735,126.9328,1
2610,서울특별시 관악구,DF028 1-5R 대학동 1514,37.4714,126.934,1
2611,서울특별시 관악구,DF028 2-5S 대학동 1514,37.4714,126.934,1
2612,서울특별시 관악구,DF028 3-5S 대학동 1514,37.4713,126.934,1
2613,서울특별시 관악구,DF028 4-5S 대학동 1514,37.4714,126.9342,1
2614,서울특별시 관악구,DF028 5-5S 대학동 1514,37.4715,126.934,1
2615,서울특별시 관악구,DF029 1-4R 낙성대동 1620-38,37.4782,126.9585,1
2616,서울특별시 관악구,DF029 2-4S 낙성대동 1620-38,37.4781,126.9586,1
2617,서울특별시 관악구,DF029 3-4S 낙성대동 1620-38,37.4782,126.9587,1
2618,서울특별시 관악구,DF029 4-4S 낙성대동 1620-38,37.4783,126.9584,1
2619,서울특별시 관악구,DF030 1-4R 미성동 594-7,37.4777,126.9186,1
2620,서울특별시 관악구,DF030 2-4S 미성동 594-7,37.4778,126.9186,1
2621,서울특별시 관악구,DF030 3-4S 미성동 594-7,37.4777,126.9187,1
2622,서울특별시 관악구,DF030 4-4S 미성동 594-7,37.4777,126.9186,1
2623,서울특별시 관악구,DF031 1-4R 남현동 1056-1,37.4762,126.9749,1
2624,서울특별시 관악구,DF031 2-4S 남현동 1056-1,37.4762,126.9748,1
2625,서울특별시 관악구,DF031 3-4S 남현동 1056-1,37.4762,126.9749,1
2626,서울특별시 관악구,DF031 4-4S 남현동 1056-1,37.4761,126.9749,1
2627,서울특별시 관악구,DF032 1-4R 보라매동 685-103,37.493,126.9343,1
2628,서울특별시 관악구,DF032 2-4S 보라매동 685-103,37.493,126.9342,1
2629,서울특별시 관악구,DF032 3-4S 보라매동 685-103,37.4929,126.9343,1
2630,서울특별시 관악구,DF032 4-4S 보라매동 685-103,37.4931,126.9343,1
2631,서울특별시 관악구,DG001 1-5R 보라매동 687-41,37.4906,126.9311,1
2632,서울특별시 관악구,DG001 2-5S 보라매동 687-41,37.4906,126.9311,1
2633,서울특별시 관악구,DG001 3-5S 보라매동 687-41,37.4907,126.9311,1
2634,서울특별시 관악구,DG001 4-5S 보라매동 687-41,37.4907,126.931,1
2635,서울특별시 관악구,DG001 5-5S 보라매동 687-41,37.4906,126.931,1
2636,서울특별시 관악구,DG002 1-5RZ 은천동 949-5,37.4848,126.9373,1
2637,서울특별시 관악구,DG002 2-5SZ 은천동 949-5,37.4849,126.9374,1
2638,서울특별시 관악구,DG002 3-5SZ 은천동 949-5,37.4848,126.9373,1
2639,서울특별시 관악구,DG002 4-5SZ 은천동 949-5,37.4849,126.9372,1
2640,서울특별시 관악구,DG002 5-5SZ 은천동 949-5,37.4848,126.9374,1
2641,서울특별시 관악구,DG003 1-3R 중앙동 41-289,37.4852,126.9531,1
2642,서울특별시 관악구,DG003 2-3S 중앙동 41-289,37.4852,126.9533,1
2643,서울특별시 관악구,DG003 3-3S 중앙동 41-289 (M),37.4851,126.9531,1
2644,서울특별시 관악구,DG004 1-5R 청림동 1-880,37.4908,126.9598,1
2645,서울특별시 관악구,DG004 2-5S 청림동 1-880,37.4909,126.9598,1
2646,서울특별시 관악구,DG004 3-5S 청림동 1-880,37.4908,126.9599,1
2647,서울특별시 관악구,DG004 4-5S 청림동 1-880,37.4908,126.9597,1
2648,서울특별시 관악구,DG004 5-5S 청림동 1-880,37.4908,126.9598,1
2649,서울특별시 관악구,DG005 1-4R 행운동 100-305,37.4804,126.9609,1
2650,서울특별시 관악구,DG005 2-4S 행운동 100-305,37.4804,126.9608,1
2651,서울특별시 관악구,DG005 3-4S 행운동 100-305,37.4805,126.9609,1
2652,서울특별시 관악구,DG005 4-4S 행운동 100-305,37.4805,126.9608,1
2653,서울특별시 관악구,DG006 1-5RZ 청룡동 875-1,37.4809,126.9505,1
2654,서울특별시 관악구,DG006 2-5SZ 청룡동 875-1,37.481,126.9505,1
2655,서울특별시 관악구,DG006 3-5SZ 청룡동 875-1,37.4807,126.9504,1
2656,서울특별시 관악구,DG006 4-5SZ 청룡동 875-1,37.4808,126.9506,1
2657,서울특별시 관악구,DG006 5-5SZ 청룡동 875-1,37.4809,126.9503,1
2658,서울특별시 관악구,DG007 1-5R 낙성대동 1615-4,37.4765,126.9555,1
2659,서울특별시 관악구,DG007 2-5S 낙성대동 1615-4,37.4766,126.9554,1
2660,서울특별시 관악구,DG007 3-5S 낙성대동 1615-4,37.4766,126.9555,1
2661,서울특별시 관악구,DG007 4-5S 낙성대동 1615-4,37.4765,126.9556,1
2662,서울특별시 관악구,DG007 5-5S 낙성대동 1615-4,37.4765,126.9554,1
2663,서울특별시 관악구,DG008 1-5R 인헌동 180-79,37.4709,126.9665,1
2664,서울특별시 관악구,DG008 2-5S 인헌동 180-79,37.4709,126.9665,1
2665,서울특별시 관악구,DG008 3-5S 인헌동 180-79,37.4709,126.9664,1
2666,서울특별시 관악구,DG008 4-5S 인헌동 180-79,37.471,126.9666,1
2667,서울특별시 관악구,DG008 5-5S 인헌동 180-79,37.471,126.9664,1
2668,서울특별시 관악구,DG009 1-1S 인헌동 178-312,37.4715,126.9683,1
2669,서울특별시 관악구,DG010 1-4R 남현동 602-80,37.473,126.9775,1
2670,서울특별시 관악구,DG010 2-4S 남현동 602-80,37.473,126.9775,1
2671,서울특별시 관악구,DG010 3-4S 남현동 602-80,37.4729,126.9775,1
2672,서울특별시 관악구,DG010 4-4S 남현동 602-80,37.473,126.9776,1
2673,서울특별시 관악구,DG011 1-4RZ 신림동 1462-42,37.4866,126.9238,1
2674,서울특별시 관악구,DG011 2-4SZ 신림동 1462-42,37.4867,126.9237,1
2675,서울특별시 관악구,DG011 3-4SZ 신림동 1462-42,37.4865,126.9239,1
2676,서울특별시 관악구,DG011 4-4SZ 신림동 1462-42,37.4867,126.924,1
2677,서울특별시 관악구,DG012 1-3RZ 조원동 541,37.4829,126.9113,1
2678,서울특별시 관악구,DG012 2-3SZ 조원동 541,37.4828,126.9111,1
2679,서울특별시 관악구,DG012 3-3SZ 조원동 541,37.4829,126.9115,1
2680,서울특별시 관악구,DG013 1-4R 미성동 745-4,37.4758,126.9132,1
2681,서울특별시 관악구,DG013 2-4S 미성동 745-4,37.4759,126.9132,1
2682,서울특별시 관악구,DG013 3-4S 미성동 745-4,37.4758,126.9131,1
2683,서울특별시 관악구,DG013 4-4S 미성동 745-4,37.4757,126.9131,1
2684,서울특별시 관악구,DG014 1-3RZ 난곡동 646-316,37.4684,126.925,1
2685,서울특별시 관악구,DG014 2-3SZ 난곡동 646-316,37.4683,126.925,1
2686,서울특별시 관악구,DG014 3-3SZ 난곡동 646-316,37.4684,126.9249,1
2687,서울특별시 관악구,DG015 1-4R 난향동 675-179,37.4633,126.9175,1
2688,서울특별시 관악구,DG015 2-4S 난향동 675-179,37.4634,126.9175,1
2689,서울특별시 관악구,DG015 3-4S 난향동 675-179,37.4633,126.9175,1
2690,서울특별시 관악구,DG015 4-4S 난향동 675-179,37.4633,126.9176,1
2691,서울특별시 관악구,DG016 1-4R 신원동 441-44,37.4821,126.9227,1
2692,서울특별시 관악구,DG016 2-4S 신원동 441-44,37.482,126.9228,1
2693,서울특별시 관악구,DG016 3-4S 신원동 441-44,37.4821,126.9228,1
2694,서울특별시 관악구,DG016 4-4S 신원동 441-44,37.4821,126.9227,1
2695,서울특별시 관악구,DG017 1-4R 신원동 1628-22,37.48,126.9264,1
2696,서울특별시 관악구,DG017 2-4S 신원동 1628-22,37.48,126.9263,1
2697,서울특별시 관악구,DG017 3-4S 신원동 1628-22,37.48,126.9265,1
2698,서울특별시 관악구,DG017 4-4S 신원동 1628-22,37.48,126.9263,1
2699,서울특별시 관악구,DG018 1-4R 서림동 102-85,37.4737,126.9405,1
2700,서울특별시 관악구,DG018 2-4S 서림동 102-85,37.4737,126.9405,1
2701,서울특별시 관악구,DG018 3-4S 서림동 102-85,37.4738,126.9404,1
2702,서울특별시 관악구,DG018 4-4S 서림동 102-85,37.4736,126.9405,1
2703,서울특별시 관악구,DG019 1-5RZ 삼성동 359-85,37.4691,126.9307,1
2704,서울특별시 관악구,DG019 2-5SZ 삼성동 359-85,37.4691,126.9307,1
2705,서울특별시 관악구,DG019 3-5SZ 삼성동 359-85,37.4691,126.9307,1
2706,서울특별시 관악구,DG019 4-5SZ 삼성동 359-85,37.4691,126.9308,1
2707,서울특별시 관악구,DG019 5-5SZ 삼성동 359-85,37.4691,126.9307,1
2708,서울특별시 관악구,DG020 1-1S 삼성동 359-85,37.4691,126.9305,1
2709,서울특별시 관악구,DG021 1-4RZ 난곡동 646-276,37.4701,126.9216,1
2710,서울특별시 관악구,DG021 2-4SZ 난곡동 646-276,37.4701,126.9217,1
2711,서울특별시 관악구,DG021 3-4SZ 난곡동 646-276,37.4702,126.9216,1
2712,서울특별시 관악구,DG021 4-4SZ 난곡동 646-276,37.4701,126.9215,1
2713,서울특별시 관악구,DG022 1-3SZ 난곡동 641-15,37.4702,126.9224,1
2714,서울특별시 관악구,DG022 2-3SZ 난곡동 641-15,37.4701,126.9223,1
2715,서울특별시 관악구,DG022 3-3SZ 난곡동 641-15,37.4702,126.9222,1
2716,서울특별시 관악구,DG023 1-2S 난곡동 646-25,37.4701,126.9244,1
2717,서울특별시 관악구,DG023 2-2S 난곡동 646-25,37.4701,126.9243,1
2718,서울특별시 관악구,DG026 1-5RZ 난곡동 639-1,37.4695,126.9225,1
2719,서울특별시 관악구,DG026 2-5SZ 난곡동 639-1,37.4694,126.9226,1
2720,서울특별시 관악구,DG026 3-5SZ 난곡동 639-1,37.4696,126.9225,1
2721,서울특별시 관악구,DG026 4-5SZ 난곡동 639-1,37.4695,126.9224,1
2722,서울특별시 관악구,DG026 5-5SZ 난곡동 639-1,37.4696,126.9224,1
2723,서울특별시 관악구,DG027 1-2S 난곡동 643-5,37.4697,126.9229,1
2724,서울특별시 관악구,DG027 2-2S 난곡동 643-5,37.4697,126.923,1
2725,서울특별시 관악구,DG028 1-5RZ 난곡동 646-232,37.4691,126.9227,1
2726,서울특별시 관악구,DG028 2-5SZ 난곡동 646-232,37.469,126.9227,1
2727,서울특별시 관악구,DG028 3-5SZ 난곡동 646-232,37.4691,126.9226,1
2728,서울특별시 관악구,DG028 4-5SZ 난곡동 646-232,37.4691,126.9227,1
2729,서울특별시 관악구,DG028 5-5SZ난곡동 646-232,37.4691,126.9227,1
2730,서울특별시 관악구,DG029 1-5RZ 난곡동 646-157,37.4683,126.924,1
2731,서울특별시 관악구,DG029 2-5SZ 난곡동 646-157,37.4684,126.9239,1
2732,서울특별시 관악구,DG029 3-5SZ 난곡동 646-157,37.4683,126.9241,1
2733,서울특별시 관악구,DG029 4-5SZ 난곡동 646-157,37.4683,126.924,1
2734,서울특별시 관악구,DG029 5-5SZ 난곡동 646-157,37.4684,126.9241,1
2735,서울특별시 관악구,DG030 1-2SZ 난곡동 652-147,37.4683,126.9224,1
2736,서울특별시 관악구,DG030 2-2SZ 난곡동 652-147,37.4683,126.9223,1
2737,서울특별시 관악구,DG031 1-2S 난곡동 646-162,37.468,126.9238,1
2738,서울특별시 관악구,DG031 2-2S 난곡동 646-162,37.4679,126.9238,1
2739,서울특별시 관악구,DG032 1-2S 난곡동 652-19,37.4679,126.924,1
2740,서울특별시 관악구,DG032 2-2S 난곡동 652-19,37.468,126.924,1
2741,서울특별시 관악구,DG033 1-4R 난곡동 650-10,37.4685,126.9224,1
2742,서울특별시 관악구,DG033 2-4S 난곡동 650-10,37.4685,126.9225,1
2743,서울특별시 관악구,DG033 3-4S 난곡동 650-10,37.4685,126.9223,1
2744,서울특별시 관악구,DG033 4-4S 난곡동 650-10,37.4685,126.9224,1
2745,서울특별시 관악구,DG034 1-2S 난곡동 652-57,37.4681,126.9231,1
2746,서울특별시 관악구,DG034 2-2S 난곡동 652-57,37.468,126.9231,1
2747,서울특별시 관악구,DG035 1-2S 난곡동 646-143,37.468,126.9242,1
2748,서울특별시 관악구,DG035 2-2S 난곡동 646-143,37.4679,126.9242,1
2749,서울특별시 관악구,DG036 1-4R 난곡동 652-125,37.467,126.9235,1
2750,서울특별시 관악구,DG036 2-4S 난곡동 652-125,37.467,126.9234,1
2751,서울특별시 관악구,DG036 3-4S 난곡동 652-125,37.467,126.9236,1
2752,서울특별시 관악구,DG036 4-4S 난곡동 652-125,37.4671,126.9236,1
2753,서울특별시 관악구,DG037 1-1S 대학동 255-164(aa004),37.4643,126.9357,1
2754,서울특별시 관악구,DG038 1-1R 조원동 518-5,37.4864,126.9126,1
2755,서울특별시 관악구,DG039 1-5R 신림동 1430-39,37.4877,126.9272,1
2756,서울특별시 관악구,DG039 2-5S 신림동 1430-39,37.4877,126.927,1
2757,서울특별시 관악구,DG039 3-5S 신림동 1430-39,37.4878,126.9274,1
2758,서울특별시 관악구,DG039 4-5S 신림동 1430-39,37.4876,126.9272,1
2759,서울특별시 관악구,DG039 5-5S 신림동 1430-39,37.4879,126.9272,1
2760,서울특별시 관악구,DG040 1-4R 보라매동 649-69,37.4894,126.9357,1
2761,서울특별시 관악구,DG040 2-4S 보라매동 649-69,37.4894,126.9356,1
2762,서울특별시 관악구,DG040 3-4S 보라매동 649-69,37.4894,126.9358,1
2763,서울특별시 관악구,DG040 4-4S 보라매동 649-69,37.4893,126.9358,1
2764,서울특별시 관악구,DG041 1-5R 은천동 1718-1,37.4919,126.9438,1
2765,서울특별시 관악구,DG041 2-5S 은천동 1718-1,37.4918,126.9436,1
2766,서울특별시 관악구,DG041 3-5S 은천동 1718-1,37.4922,126.9438,1
2767,서울특별시 관악구,DG041 4-5S 은천동 1718-1,37.492,126.9441,1
2768,서울특별시 관악구,DG041 5-5S 은천동 1718-1,37.4918,126.9439,1
2769,서울특별시 관악구,DG042 1-1S 청림동 13-3,37.488,126.9595,1
2770,서울특별시 관악구,DG043 1-3R 행운동 1690-37,37.4784,126.9639,1
2771,서울특별시 관악구,DG043 2-3S 행운동 1690-37,37.4783,126.9639,1
2772,서울특별시 관악구,DG043 3-3S 행운동 1690-37,37.4784,126.964,1
2773,서울특별시 관악구,DG044 1-2S 행운동 1690-20,37.4786,126.9635,1
2774,서울특별시 관악구,DG044 2-2S 행운동 1690-20,37.4785,126.9635,1
2775,서울특별시 관악구,DG045 1-3R 인헌동 1641-39,37.4728,126.9675,1
2776,서울특별시 관악구,DG045 2-4S 인헌동 1641-39,37.4727,126.9674,1
2777,서울특별시 관악구,DG045 3-4S 인헌동 1641-39,37.4727,126.9675,1
2778,서울특별시 관악구,DG045 4-4S 인헌동 1641-39,37.4728,126.9674,1
2779,서울특별시 관악구,DG046 1-1S 남현동 602-270,37.4714,126.978,1
2780,서울특별시 관악구,DG047 1-4R 남현동 602-177,37.4732,126.9794,1
2781,서울특별시 관악구,DG047 2-4S 남현동 602-177,37.4733,126.9795,1
2782,서울특별시 관악구,DG047 3-4S 남현동 602-177,37.4733,126.9793,1
2783,서울특별시 관악구,DG047 4-4S 남현동 602-177,37.4732,126.9793,1
2784,서울특별시 관악구,DG048 1-2R 삼성동 364-55,37.4706,126.93,1
2785,서울특별시 관악구,DG048 2-2S 삼성동 364-55,37.4704,126.9299,1
2786,서울특별시 관악구,DG049 1-2S 난향동 675-218,37.4627,126.9148,1
2787,서울특별시 관악구,DG049 2-2S 난향동 675-218,37.4627,126.9147,1
2788,서울특별시 관악구,DG050 1-2R 미성동 724-45,37.473,126.9176,1
2789,서울특별시 관악구,DG050 2-2S 미성동 724-45,37.4729,126.9176,1
2790,서울특별시 관악구,DG051 1-1S 미성동 724-45,37.4731,126.9175,1
2791,서울특별시 관악구,DG052 1-1S 난곡동 1678-44,37.4729,126.9226,1
2792,서울특별시 관악구,DG053 1-3R 난곡동 626-69,37.4723,126.9228,1
2793,서울특별시 관악구,DG053 2-3S 난곡동 626-69,37.4723,126.9226,1
2794,서울특별시 관악구,DG053 3-3S 난곡동 626-69,37.4722,126.9228,1
2795,서울특별시 관악구,DG054 1-5R 난곡동 611-160,37.475,126.9217,1
2796,서울특별시 관악구,DG054 2-5S 난곡동 611-160,37.4752,126.9215,1
2797,서울특별시 관악구,DG054 3-5S 난곡동 611-160,37.4749,126.9215,1
2798,서울특별시 관악구,DG054 4-5S 난곡동 611-160,37.4749,126.9218,1
2799,서울특별시 관악구,DG054 5-5S 난곡동 611-160,37.4751,126.9218,1
2800,서울특별시 관악구,DG055 1-4R 신원동 414-30,37.4773,126.9289,1
2801,서울특별시 관악구,DG055 2-4S 신원동 414-30,37.4772,126.929,1
2802,서울특별시 관악구,DG055 3-4S 신원동 414-30,37.4772,126.9289,1
2803,서울특별시 관악구,DG055 4-4S 신원동 414-30,37.4772,126.9288,1
2804,서울특별시 관악구,DG056 1-4R 신림동 395-49,37.4733,126.9331,1
2805,서울특별시 관악구,DG056 2-4S 신림동 395-49,37.4734,126.9331,1
2806,서울특별시 관악구,DG056 3-4S 신림동 395-49,37.4732,126.9331,1
2807,서울특별시 관악구,DG056 4-4S 신림동 395-49,37.4733,126.933,1
2808,서울특별시 관악구,DG057 1-4R 보라매동 673-118,37.4894,126.9325,1
2809,서울특별시 관악구,DG057 2-4S 보라매동 673-118,37.4894,126.9325,1
2810,서울특별시 관악구,DG057 3-4S 보라매동 673-118,37.4894,126.9324,1
2811,서울특별시 관악구,DG057 4-4S 보라매동 673-118,37.4893,126.9325,1
2812,서울특별시 관악구,DG058 1-5RZ 은천동 934-15,37.4845,126.9407,1
2813,서울특별시 관악구,DG058 2-5SZ 은천동 934-15.,37.4846,126.9407,1
2814,서울특별시 관악구,DG058 3-5SZ 은천동 934-15.,37.4845,126.9408,1
2815,서울특별시 관악구,DG058 4-5SZ 은천동 934-15.,37.4845,126.9407,1
2816,서울특별시 관악구,DG058 5-5SZ 은천동 934-15,37.4846,126.9406,1
2817,서울특별시 관악구,DG059 1-5R 청림2길 24-4,37.4873,126.9582,1
2818,서울특별시 관악구,DG059 2-5S 청림2길 24-4,37.4873,126.9581,1
2819,서울특별시 관악구,DG059 3-5S 청림2길 24-4,37.4872,126.9582,1
2820,서울특별시 관악구,DG059 4-5S 청림2길 24-4,37.4873,126.9583,1
2821,서울특별시 관악구,DG059 5-5S 청림2길 24-4,37.4873,126.9582,1
2822,서울특별시 관악구,DG060 1-1S 남현동 1062-5,37.4751,126.9796,1
2823,서울특별시 관악구,DG061 1-5R 행운동 100-58,37.4825,126.9596,1
2824,서울특별시 관악구,DG061 2-5S 행운동 100-58,37.4826,126.9595,1
2825,서울특별시 관악구,DG061 3-5S 행운동 100-58,37.4825,126.9596,1
2826,서울특별시 관악구,DG061 4-5S 행운동 100-58,37.4825,126.9597,1
2827,서울특별시 관악구,DG061 5-5S 행운동 100-58,37.4826,126.9597,1
2828,서울특별시 관악구,DG062 1-4RZ 청룡동 1529-7,37.4804,126.9405,1
2829,서울특별시 관악구,DG062 2-4SZ 청룡동 1529-7,37.4804,126.9404,1
2830,서울특별시 관악구,DG062 3-4SZ 청룡동 1529-7,37.4803,126.9406,1
2831,서울특별시 관악구,DG062 4-4SZ 청룡동 1529-7,37.4804,126.9404,1
2832,서울특별시 관악구,DG063 1-5R 신사동 517-40,37.4864,126.9143,1
2833,서울특별시 관악구,DG063 2-5S 신사동 517-40,37.4863,126.9142,1
2834,서울특별시 관악구,DG063 3-5S 신사동 517-40,37.4864,126.9143,1
2835,서울특별시 관악구,DG063 4-5S 신사동 517-40,37.4864,126.9144,1
2836,서울특별시 관악구,DG063 5-5S 신사동 517-40,37.4863,126.9143,1
2837,서울특별시 관악구,DG064 1-4R 조원동 1650-23,37.4829,126.9062,1
2838,서울특별시 관악구,DG064 2-4S 조원동 1650-23,37.4828,126.9063,1
2839,서울특별시 관악구,DG064 3-4S 조원동 1650-23,37.4828,126.9062,1
2840,서울특별시 관악구,DG064 4-4S 조원동 1650-23,37.4829,126.9062,1
2841,서울특별시 관악구,DG065 1-3R 미성동 727-9,37.4741,126.9169,1
2842,서울특별시 관악구,DG065 2-3S 미성동 727-9,37.4742,126.9169,1
2843,서울특별시 관악구,DG065 3-3S 미성동 727-9,37.4741,126.917,1
2844,서울특별시 관악구,DG066 1-4R 난향동 667-57,37.4635,126.9194,1
2845,서울특별시 관악구,DG066 2-4S 난향동 667-57,37.4636,126.9194,1
2846,서울특별시 관악구,DG066 3-4S 난향동 667-57,37.4635,126.9195,1
2847,서울특별시 관악구,DG066 4-4S 난향동 667-57,37.4634,126.9195,1
2848,서울특별시 관악구,DG067 1-2S 신원동 610-431,37.476,126.9254,1
2849,서울특별시 관악구,DG067 2-2S 신원동 610-431,37.476,126.9255,1
2850,서울특별시 관악구,DG068 1-1S 신림동 610-204,37.4735,126.9214,1
2851,서울특별시 관악구,DG069 1-1S 서림동 98-371,37.474,126.9427,1
2852,서울특별시 관악구,DG070 1-4RZ 대학동 254-106,37.4647,126.936,1
2853,서울특별시 관악구,DG070 2-4SZ 대학동 254-106,37.4647,126.9359,1
2854,서울특별시 관악구,DG070 3-4SZ 대학동 254-106,37.4646,126.9359,1
2855,서울특별시 관악구,DG070 4-4SZ 대학동 254-106,37.4647,126.936,1
2856,서울특별시 관악구,DG071 1-1S 대학동 255-156,37.4643,126.9363,1
2857,서울특별시 관악구,DG072 1-2SZ 삼성동 359-45,37.468,126.9303,1
2858,서울특별시 관악구,DG072 2-2SZ 삼성동 359-45,37.4679,126.9303,1
2859,서울특별시 관악구,DG073 1-1S 인헌동 180-326,37.4703,126.9675,1
2860,서울특별시 관악구,DG074 1-5R 신림동 90-83,37.4801,126.9323,1
2861,서울특별시 관악구,DG074 2-5S 신림동 90-83,37.4802,126.9323,1
2862,서울특별시 관악구,DG074 3-5S 신림동 90-83,37.4801,126.9323,1
2863,서울특별시 관악구,DG074 4-5S 신림동 90-83,37.4802,126.9322,1
2864,서울특별시 관악구,DG074 5-5S 신림동 90-83,37.4798,126.9323,1
2865,서울특별시 관악구,DG075 1-2SZ 신림동 518-10,37.4865,126.9133,1
2866,서울특별시 관악구,DG075 2-2SZ 신림동 518-10,37.4865,126.9134,1
2867,서울특별시 관악구,DG076 1-2S 삼성동 364-55,37.4705,126.9303,1
2868,서울특별시 관악구,DG076 2-2S 삼성동 364-55,37.4705,126.9302,1
2869,서울특별시 관악구,DG077 1-1S 신림동 110-83,37.4722,126.9349,1
2870,서울특별시 관악구,DH001 1-1S 신림동 655-6,37.4682,126.9203,1
2871,서울특별시 관악구,DH002 1-2S 신림동 1603-6 (JA021),37.4812,126.9274,1
2872,서울특별시 관악구,DH002 2-2S 신림동 1603-6 (JA021),37.4812,126.9275,1
2873,서울특별시 관악구,DH003 1-2R 봉천동 181-6(조망),37.4726,126.9655,1
2874,서울특별시 관악구,DH003 2-2R 봉천동 181-6(조망),37.4723,126.9654,1
2875,서울특별시 관악구,DH006 1-1R 봉천동 975-20,37.4858,126.9393,1
2876,서울특별시 관악구,DH007 1-1R 문성로 120-7,37.4776,126.9172,1
2877,서울특별시 관악구,DH008 1-2S 봉천동 670-57,37.4891,126.9311,1
2878,서울특별시 관악구,DH008 2-2S 봉천동 670-57,37.4892,126.9312,1
2879,서울특별시 관악구,DH009 2-3S 신림동 362-44,37.4702,126.9304,1
2880,서울특별시 관악구,DH009 3-3S 신림동 362-44,37.4702,126.9304,1
2881,서울특별시 관악구,DH010 1-1S 신림동 363-2,37.4695,126.93,1
2882,서울특별시 관악구,DH011 1-4R 신림동 88-93(닷컴하우스),37.4811,126.9324,1
2883,서울특별시 관악구,DH011 2-4S 신림동 88-93(닷컴하우스),37.4811,126.9323,1
2884,서울특별시 관악구,DH011 3-4S 신림동 88-93(닷컴하우스),37.4809,126.9323,1
2885,서울특별시 관악구,DH011 4-4S 신림동 88-93(닷컴하우스),37.4811,126.9324,1
2886,서울특별시 관악구,DH017 1-1S 신림동610-452,37.4746,126.9226,1
2887,서울특별시 관악구,DH018 1-1S 법원단지28길 20,37.475,126.9243,1
2888,서울특별시 관악구,DH019 1-2S 신림동707-1,37.472,126.9192,1
2889,서울특별시 관악구,DH019 2-2S 신림동707-1,37.4719,126.9192,1
2890,서울특별시 관악구,DH020 1-1S 신림동715-25,37.4705,126.9175,1
2891,서울특별시 관악구,DH021 1-1S 신림동685-68,37.4654,126.9184,1
2892,서울특별시 관악구,DH022 1-1S 남현동1081-33,37.4748,126.9764,1
2893,서울특별시 관악구,DH023 1-2S 남현동1072-27,37.4728,126.9734,1
2894,서울특별시 관악구,DH023 2-2S 남현동1072-27,37.4729,126.9736,1
2895,서울특별시 관악구,DH024 1-3R 신림동254-34,37.4645,126.9344,1
2896,서울특별시 관악구,DH024 2-3S 신림동254-34,37.4646,126.9344,1
2897,서울특별시 관악구,DH024 3-3S 신림동254-34,37.4645,126.9344,1
