표찰번호,행정동,지번,설치일자,등주형태,램프종류,총등수,기준일자
상도로50길4-5*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-6*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-7*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-8*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-10*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-11*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-12*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-13*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-15*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-17*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-18,상도1동,533,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길4=9*,상도1동,533-1,2016-12-16,강판주,LED일체형,4,2024-07-29
상도로50길4=14*,상도1동,533-1,2016-12-16,강판주,LED일체형,4,2024-07-29
상도로50길4=16*,상도1동,533-1,2016-12-16,강판주,LED일체형,4,2024-07-29
상도로53길1-2,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-3,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-4,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-5,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-6,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-7,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-8,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-9,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-10,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-11,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-12,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-13,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-14,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-15,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-16,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-17,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-18,상도1동,431,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-19,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길1-20,상도1동,486-1,2016-08-31,신호통합주,LED일체형,3,2024-07-29
상도로53길1-21,상도1동,486-10,2016-09-28,스텐주,LED일체형,3,2024-07-29
상도로53길1-22,상도1동,439,2016-09-28,스텐주,LED일체형,3,2024-07-29
상도로53길1=1,상도1동,439,2020-08-20,신호통합주,LED일체형,4,2024-07-29
상도로53길2-1,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-2,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-3,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-4,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-5,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-6,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-7,상도1동,430,2016-09-28,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-8,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-9,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-10,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-11,상도1동,430,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-12,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-13,상도1동,439,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-14,상도1동,16041,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-15,상도1동,16041,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-16,흑석동,산 43-12,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-17,흑석동,산 43-12,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-18,흑석동,산 43-12,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-19,흑석동,216-82,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-20,흑석동,216-82,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-21,흑석동,216-82,2020-08-20,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로53길2-22,흑석동,211-38,2016-09-28,"전용주(테파),전용주(팔각)",LED일체형,3,2024-07-29
상도로 9-12,상도3동,348-155,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9-14,상도3동,343-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9-15,상도3동,329-2,2017-10-31,신호통합주,LED일체형,3,2024-07-29
상도로 9- 1,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 3,상도3동,188-42,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 4,상도3동,354-7,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 5,상도3동,354-7,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 6,상도3동,354-7,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 7,상도3동,354-7,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 8,상도3동,354-7,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 9,상도3동,347-6,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 10,상도3동,347-6,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9- 11,상도3동,345-12,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 9=2,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 9=13,상도3동,343-2,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 10-10,대방동,335-25,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10-11,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10-12,대방동,393-66,2024-03-21,신호통합주,LED일체형,3,2024-07-29
상도로 10-13,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10-14,대방동,406-10,2017-10-31,신호통합주,LED일체형,3,2024-07-29
상도로 10-16,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 1,상도3동,329-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 2,상도3동,329-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 3,상도3동,329-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 5,대방동,335-16,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 6,대방동,335-16,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 7,대방동,335-16,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10- 9,대방동,335-15,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 10=4,상도3동,328-2,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 10=13,대방동,393-65,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 11-1,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-2,대방동,394-3,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-3,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-4,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-5,대방동,395-18,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-6,대방동,395-3,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-8,대방동,396-18,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-9,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-10,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11-11,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 11=7,대방동,466-60,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 12-1,대방동,466-59,2016-08-18,전용주(테파),LED일체형,1,2024-07-29
상도로 12-2,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-3,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-4,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-5,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-6,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-7,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12-9,대방동,466-51,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 12=8,대방동,399-1,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 12=10,대방동,466-51,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 13-2,대방동,466-51,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-3,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-4,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-5,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-6,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-7,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-8,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-9,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-10,대방동,466-59,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13-11,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 13=1,대방동,466-51,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 14-1,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-2,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-3,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-4,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-6,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-7,대방동,466-60,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-8,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-9,대방동,405-8,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-10,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-11,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-12,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14-13,대방동,406-10,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로 14=5,대방동,404-7,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 14=14,대방동,406-10,2017-10-31,신호통합주,LED일체형,4,2024-07-29
상도로 14=15(통합주),대방동,405-10,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로 16-3,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-4,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-5,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-6,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-8,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-10,상도2동,186-8,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-11,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-12,상도2동,185-3,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-18,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로 16-22,상도2동,26-20,2016-08-22,강판주,LED일체형,1,2024-07-29
상도로 16=1,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=2,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=7,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=9,상도4동,187-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=13,상도2동,183-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=14,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=15,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=16,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=17,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=19,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=20,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 16=21,상도2동,26-20,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로 17-3,상도2동,26-20,2024-03-22,신호통합주,LED일체형,3,2024-07-29
상도로 17-4,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로 17-5,상도2동,373-21,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로 17-6,상도2동,373-21,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도지하차도1-1,상도1동,709,2016-08-30,스텐주,LED일체형,1,2024-07-29
상도지하차도1-2,상도1동,751-1,2016-08-30,스텐주,LED일체형,1,2024-07-29
상도지하차도1-3,상도1동,710-2,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-4,상도1동,711,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-5,상도1동,711-1,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-6,상도1동,159-405,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-7,상도1동,159-404,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-9,상도1동,723-2,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-10,상도1동,733,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-11,상도1동,736-2,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도1-12,상도1동,747-2,2016-08-30,스텐주,LED일체형,1,2024-07-29
상도지하차도1=8,상도1동,159-484,2016-10-26,스텐주,LED일체형,2,2024-07-29
상도지하차도2-2,상도2동,159-421,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도2-3,상도2동,157-50,2016-10-26,스텐주,LED일체형,1,2024-07-29
상도지하차도2-5-,상도2동,157-67,2016-10-26,강판주,LED일체형,3,2024-07-29
상도지하차도2-6,상도2동,159-1,2022-01-03,전용주(강관),LED일체형,2,2024-07-29
상도지하차도2-7,상도2동,159-1,2022-01-03,전용주(강관),LED일체형,2,2024-07-29
상도지하차도2=1,상도2동,159-336,2016-10-26,스텐주,LED일체형,2,2024-07-29
상도지하차도2=4,상도2동,159-19,2018-12-13,신호통합주,LED일체형,2,2024-07-29
서달로01,흑석동,45390,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1-2,흑석동,36220,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1-3,흑석동,36220,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1-4,흑석동,36220,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1-5,흑석동,36220,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1-6,흑석동,36220,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로1=1,흑석동,36220,2016-08-31,강판주,LED일체형,2,2024-07-29
서달로1=7,흑석동,86-181,2016-08-31,강판주,LED일체형,2,2024-07-29
서달로02,흑석동,103-2,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로2-1,흑석동,225-26,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-2,흑석동,86-181,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-3,흑석동,224-1,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-4,흑석동,224-1,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-5,흑석동,233-5,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-6,흑석동,233-5,2016-12-14,신호통합주,LED일체형,1,2024-07-29
서달로2-7,흑석동,233-5,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-8,흑석동,233,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-9,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-11,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-12,흑석동,231-7,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-13,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-14,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-15,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-16,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2-17,흑석동,340-10,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로2=10,흑석동,340-10,2016-12-14,신호통합주,LED일체형,4,2024-07-29
서달로2=18,흑석동,340-10,2016-12-14,강판주,LED일체형,4,2024-07-29
서달로03,흑석동,45390,2016-08-31,강판주,LED일체형,1,2024-07-29
서달로3-1,흑석동,245-34,2016-12-14,강판주,LED일체형,3,2024-07-29
서달로3-2,흑석동,245-34,2016-12-14,강판주,LED일체형,3,2024-07-29
