표찰번호,행정동,지번,설치일자,등주형태,램프종류,총등수,기준일자
사당로27길1=16,사당3동,708-584,2016-12-15,강판주,LED일체형,2,2024-07-29
사당로27길2-1,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-2,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-3,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-4,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-5,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-6,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-7,사당3동,산 21-15,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-8,사당3동,산 21-9,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길2-9,사당3동,산 21-9,2016-12-15,강판주,LED일체형,1,2024-07-29
사당로27길3-1,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-2,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-3,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-4,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-5,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-6,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-7,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-8,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-9,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-10,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-11,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-12,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-13,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-14,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-15,사당3동,1159-2,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-16,사당3동,164-72,2016-08-31,강판주,LED일체형,1,2024-07-29
사당로27길3-17,사당3동,164-72,2020-10-22,강판주,LED일체형,1,2024-07-29
사당로27길3-18,사당3동,1159-2,2020-10-21,강판주,LED일체형,1,2024-07-29
사당로육교1,사당5동,708-534,2020-11-24,스텐주,LED일체형,2,2024-07-29
사당로육교2,사당5동,708-534,2020-11-24,스텐주,LED일체형,2,2024-07-29
사당로육교3,사당5동,708-534,2020-11-24,스텐주,LED일체형,2,2024-07-29
사당로육교4,사당3동,206-8,2020-11-24,스텐주,LED일체형,2,2024-07-29
사당로육교5,사당3동,206-8,2020-11-24,스텐주,LED일체형,2,2024-07-29
사당로육교6,사당3동,200-1,2020-11-24,스텐주,LED일체형,2,2024-07-29
상도로1-1,상도1동,407-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-2,상도1동,407-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-3,상도1동,407-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-4,상도1동,407-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-5,상도1동,407-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-6,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-7,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-8,상도1동,408-8,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-9,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-10,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-11,상도1동,121-92,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-12,상도1동,126-124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-13,상도1동,126-122,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-14,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-15,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-16,상도1동,513-9,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-17,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-18,상도1동,513-3,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1-19,상도1동,513-3,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로1=20,상도1동,514,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로2-5,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로2-6,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로2-7,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로2-8,상도1동,517,2016-08-31,신호통합주,LED일체형,3,2024-07-29
상도로2=1,상도1동,514,2016-08-31,신호통합주,LED일체형,4,2024-07-29
상도로2=2,상도1동,511,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로2=3,상도1동,511,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로2=4,상도1동,511,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로3-1,상도1동,517,2016-08-31,신호통합주,LED일체형,3,2024-07-29
상도로3-2,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-3,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-4,상도1동,518,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-5,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-6,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-7,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-8,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로3-9,상도1동,463-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-1,상도1동,258-3,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-2,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-3,상도1동,260,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-4,상도1동,262,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-5,상도1동,377,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-6,상도1동,372,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-7,상도1동,369,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-8,상도1동,394,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-9,상도1동,393,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-10,상도1동,390-2,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-11,상도1동,390,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-12,상도1동,790-2,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-13,상도1동,789-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-14,상도1동,770-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-15,상도1동,752-2,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로4-16,상도1동,752-2,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로4-17,상도1동,752-2,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로4-18,상도1동,752-2,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로4-19,상도1동,676-3,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로4-21,상도1동,676-3,2024-04-23,신호통합주,LED일체형,3,2024-07-29
상도로4-24,상도1동,676-3,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로4=20,상도1동,676-3,2016-08-30,스텐주,LED일체형,2,2024-07-29
상도로4=22,상도1동,752-2,2016-08-30,스텐주,LED일체형,4,2024-07-29
상도로4=23,상도1동,676-3,2016-08-30,스텐주,LED일체형,4,2024-07-29
상도로5-1,상도1동,676-3,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-2,상도1동,676-3,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-3,상도1동,12601,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-4,상도1동,12601,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-5,상도2동,34-21,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-6,상도2동,34-21,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-7,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5-8,상도2동,13241,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로5=9,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,4,2024-07-29
상도로5=10,상도2동,22-24,2024-04-26,전용주(테파),LED일체형,4,2024-07-29
상도로6-2,상도2동,45374,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-3,상도2동,45374,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-4,상도2동,45374,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-5,상도2동,45374,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-6,상도2동,45435,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-7,상도2동,527-2,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-8,상도2동,527-2,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-9,상도2동,527-2,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-10,상도2동,527-2,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-11,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-12,상도2동,45316,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로6-13,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로6-14,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로6-15,상도2동,536,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로6-16,상도2동,25-45,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로6=1,상도2동,45374,2016-08-23,전용주(테파),LED일체형,4,2024-07-29
상도로7-2,상도2동,산 15-35,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로7-3,상도2동,370-38,2016-12-13,전용주(테파),LED일체형,1,2024-07-29
상도로7-5,상도2동,370-38,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로7-6,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로7=1,상도2동,산 15-35,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
상도로7=7,상도2동,26-20,2016-08-23,신호통합주,LED일체형,4,2024-07-29
상도로7=8,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
상도로8-1,상도2동,26-20,2017-10-31,신호통합주,LED일체형,3,2024-07-29
상도로8-2,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-3,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-4,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-7,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-8,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-9,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-11,상도3동,26-20,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-12,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-13,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-14,상도3동,188-13,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-15,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8-16,상도3동,187-2,2017-10-31,전용주(테파),LED일체형,1,2024-07-29
상도로8=5,상도2동,366-38,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로8=6,상도2동,367-14,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로8=10,상도2동,26-20,2017-10-31,전용주(테파),LED일체형,2,2024-07-29
상도로10-8,대방동,335-17,2024-04-24,신호통합주,LED일체형,3,2024-07-29
상도로15-1,대방동,406-10,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-2,대방동,334-1,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-5,대방동,336-6,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-6,대방동,336-5,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-9,상도3동,326,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-10,상도3동,326,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-11,상도3동,325-4,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-15,상도4동,345-1,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-16,상도4동,345-1,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-17,상도4동,347-6,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-18,상도4동,347-6,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-20,상도4동,354-7,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-21,상도4동,354-7,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15-22,상도4동,354-7,2018-08-29,전용주(테파),LED일체형,1,2024-07-29
상도로15=3,대방동,336-12,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=4,대방동,336-13,2018-08-29,전용주(테파),LED일체형,4,2024-07-29
상도로15=7,대방동,336-5,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=8,상도3동,324-2,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=12,상도3동,325-14,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=13,상도3동,325-14,2018-08-29,전용주(테파),LED일체형,4,2024-07-29
상도로15=14,상도4동,345-1,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=19,상도4동,354-7,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로15=23,상도4동,354-7,2018-08-29,전용주(테파),LED일체형,2,2024-07-29
상도로17-1,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로17-7,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로17-8,상도2동,26-20,2020-08-24,전용주(테파),LED일체형,1,2024-07-29
상도로17-9,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로17-10,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로17-11,상도2동,26-20,2016-12-13,전용주(테파),LED일체형,3,2024-07-29
상도로17-12,상도2동,26-20,2016-12-13,전용주(테파),LED일체형,3,2024-07-29
상도로17-13,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로17-14,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로17=2,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
상도로18-1,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-2,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-3,상도2동,29-133,2024-03-22,전용주(테파),LED일체형,2,2024-07-29
상도로18-4,상도2동,29-133,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-5,상도2동,29-133,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-6,상도2동,29-133,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-7,상도2동,29-133,2020-08-24,전용주(테파),LED일체형,3,2024-07-29
상도로18-8,상도2동,29-133,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로18-9,상도2동,29-133,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로19-1,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로19-2,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,3,2024-07-29
상도로19-3,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19-4,상도2동,26-20,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19-5,상도2동,34-42,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19-6,상도2동,34-42,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19-7,상도1동,702-1,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19-9,상도1동,752-2,2016-08-23,전용주(테파),LED일체형,1,2024-07-29
상도로19=8,상도1동,676-3,2016-08-23,전용주(테파),LED일체형,2,2024-07-29
상도로20-3,상도1동,742-3,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로20-4,상도1동,742-3,2016-08-30,스텐주,LED일체형,3,2024-07-29
상도로20-5,상도1동,776,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-6,상도1동,776,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-7,상도1동,776,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-8,상도1동,794,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-9,상도1동,794,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-10,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-11,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-12,상도1동,159-186,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-13,상도1동,159-186,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-14,상도1동,159-186,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-15,상도1동,159-186,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-17,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-18,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-19,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-20,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20-21,상도1동,250,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로20=1,상도1동,742-3,2016-08-30,스텐주,LED일체형,4,2024-07-29
상도로20=2,상도1동,742-3,2016-08-30,신호통합주,LED일체형,4,2024-07-29
상도로20=16,상도1동,250,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로21-1,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-2,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-3,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-4,상도1동,518-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-5,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-6,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-7,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-8,상도1동,476-6,2024-03-22,신호통합주,LED일체형,3,2024-07-29
상도로21-11,상도1동,475-1,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-12,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-13,상도1동,517,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-14,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-15,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-16,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-17,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21-18,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로21=9,상도1동,531-5,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로21=10,상도1동,531-5,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로21=19,상도1동,514,2016-08-31,신호통합주,LED일체형,4,2024-07-29
상도로21=20,상도1동,514,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로22-2,상도1동,514,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-3,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-4,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-5,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-6,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-7,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-8,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-9,상도1동,513,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-10,상도1동,129-8,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-11,상도1동,129-6,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-12,상도1동,121-101,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-13,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-14,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-15,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-16,상도1동,124-193,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-17,상도1동,124-193,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-18,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-19,상도1동,124,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22-20,상도1동,124-211,2016-08-31,스텐주,LED일체형,3,2024-07-29
상도로22=1,상도1동,514,2016-08-31,스텐주,LED일체형,4,2024-07-29
상도로50길1-2,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길1-4,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길1-5,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길1-6,상도1동,471-4,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길1-7,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길1=1,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길1=3,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길1=8,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길1=9,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2-2,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-3,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-5,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-6,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-8,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-9,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-11,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-12,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-15,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-16,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길2-18,상도1동,531-5,2024-04-26,강판주,LED일체형,3,2024-07-29
상도로50길2-18*,상도1동,산 64-34,2020-11-12,기타,LED일체형,2,2024-07-29
상도로50길2=1,상도1동,531,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=4,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=7,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=10,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=13,상도1동,531,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=14,상도1동,531,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길2=17,상도1동,531-5,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길3-2,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-3,상도1동,531-5,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-4,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-5,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-6,상도1동,531,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-7,상도1동,531-7,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-9,상도1동,533-3,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-10,상도1동,533-2,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-11,상도1동,533-2,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-12,상도1동,533-3,2016-12-16,강판주,LED일체형,1,2024-07-29
상도로50길3-13*,상도1동,531-10,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-14*,상도1동,531-15,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-15*,상도1동,531-4,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-16*,상도1동,531-15,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-17*,상도1동,531-11,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-18*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-19*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-20*,상도1동,531,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-21*,상도1동,531,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-22*,상도1동,64-34,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-23*,상도1동,64-35,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-24*,상도1동,64-35,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-25*,상도1동,64-35,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-26*,상도1동,531-2,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-27*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-28*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-29*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-30*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3-31*,상도1동,531-3,2016-12-16,스텐주,LED일체형,2,2024-07-29
상도로50길3=1,상도1동,531,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길3=8,상도1동,533-2,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-1*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-2*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-3*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
상도로50길4-4*,상도1동,533-1,2016-12-16,강판주,LED일체형,2,2024-07-29
